ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050870	positive regulation of T cell activation	36/632	261/18805	0.137931034482759	4.10410301178525	9.41726988101111	6.01159677831953e-13	6.38322276097928e-11	4.61656116229801e-11	CD55/ANXA1/VNN1/HLA-DMA/LYN/PCK1/IL1B/THY1/VCAM1/HLA-DRA/FYN/CCL2/ICOS/LILRB2/LILRB1/PTPRC/IL1A/SLAMF1/IL7R/CD86/RHOH/CD27/IL2RA/CAV1/CR1/CD274/HLA-DOB/BCL6/IFNG/CORO1A/HHLA2/IL6/CCR7/CCL19/HLA-DRB5/CCL21	36
BP	GO:0051251	positive regulation of lymphocyte activation	41/632	337/18805	0.121661721068249	3.62001370995004	9.05063245257273	1.00147923785891e-12	1.03975799983929e-10	7.51987918953705e-11	CD55/ANXA1/VNN1/HLA-DMA/LYN/PCK1/IL1B/THY1/VCAM1/HLA-DRA/FYN/GPR183/CD38/CCL2/ICOS/LILRB2/FCGR3A/LILRB1/PTPRC/IL1A/SLAMF1/IL7R/CD86/RHOH/CD27/IL2RA/CAV1/CR1/CD274/HLA-DOB/BCL6/BTK/IFNG/CORO1A/HHLA2/IL6/CCR7/FCRL3/CCL19/HLA-DRB5/CCL21	41
BP	GO:0031640	killing of cells of another organism	24/632	119/18805	0.201680672268908	6.0009573449633	10.2056061880765	1.21924133696415e-12	1.21197777155244e-10	8.76543044043653e-11	CXCL1/CXCL3/CXCL2/APOL1/PLA2G2A/CXCL9/GZMB/GBP5/CXCL11/GBP1/CXCL6/CXCL10/CCL18/LYZ/CCL20/TREM1/CCL11/S100A12/CXCL13/DEFA6/DEFA5/LTF/CCL19/CCL21	24
BP	GO:0141061	disruption of cell in another organism	24/632	119/18805	0.201680672268908	6.0009573449633	10.2056061880765	1.21924133696415e-12	1.21197777155244e-10	8.76543044043653e-11	CXCL1/CXCL3/CXCL2/APOL1/PLA2G2A/CXCL9/GZMB/GBP5/CXCL11/GBP1/CXCL6/CXCL10/CCL18/LYZ/CCL20/TREM1/CCL11/S100A12/CXCL13/DEFA6/DEFA5/LTF/CCL19/CCL21	24
BP	GO:0141060	disruption of anatomical structure in another organism	24/632	123/18805	0.195121951219512	5.80580426057425	9.97188581887352	2.59185014750046e-12	2.52273414356711e-10	1.82452609067467e-10	CXCL1/CXCL3/CXCL2/APOL1/PLA2G2A/CXCL9/GZMB/GBP5/CXCL11/GBP1/CXCL6/CXCL10/CCL18/LYZ/CCL20/TREM1/CCL11/S100A12/CXCL13/DEFA6/DEFA5/LTF/CCL19/CCL21	24
BP	GO:0002688	regulation of leukocyte chemotaxis	24/632	127/18805	0.188976377952756	5.62294428386325	9.7482280690776	5.34014856467774e-12	5.09166818248457e-10	3.6824654978766e-10	LYN/RAC2/PADI2/CCL2/EDN3/CXCL10/SLAMF1/CXCL17/CXCR2/CCR6/CCL4/GREM1/CCL3/SERPINE1/FPR2/TNFAIP6/CXCL13/S100A7/IL6/CCR7/WNT5A/CCL19/STAP1/CCL21	24
BP	GO:0042060	wound healing	47/632	450/18805	0.104444444444444	3.10771800281294	8.43940666680687	5.56814664196388e-12	5.20287622225105e-10	3.76289488856928e-10	TIMP1/DUOX2/CD44/ANXA5/ANXA1/SLC6A4/ELK3/C4BPB/SELP/LYN/SLC7A11/ITGA5/MMP12/P2RY1/CYP4F2/ENTPD1/SERPINA1/PDPN/SAA1/SERPING1/VIL1/PPARG/SYT11/PLAU/CLDN1/PLEK/CD34/MCAM/ANGPT2/ANGPTL2/VWF/IL1A/KDR/FAP/PLAUR/CXCR4/REG3A/CAV1/COL3A1/SERPINE1/TFPI/ST3GAL4/FN1/FCER1G/IL6/WNT5A/TFPI2	47
BP	GO:0050729	positive regulation of inflammatory response	27/632	163/18805	0.165644171779141	4.92870039605498	9.39435155126897	6.51976010443293e-12	5.97261160939425e-10	4.31959338188436e-10	ZBP1/IDO1/S100A8/OSMR/IL1B/IL33/C2CD4A/CREB3L3/PLA2G2A/S100A9/GBP5/C3/AIM2/GBP1/PTGS2/LRRK2/BTK/CCL3/IFNG/SERPINE1/FCGR1A/S100A12/FFAR2/IL6/CCR7/WNT5A/STAP1	27
BP	GO:0042742	defense response to bacterium	40/632	343/18805	0.116618075801749	3.46994132191755	8.60923712341414	7.37842649482457e-12	6.62923241996546e-10	4.79448361303378e-10	PI3/LCN2/NPY/MMP7/OAS2/S100A8/LEAP2/SELP/IL1B/IL33/NOS2/GBP4/SYT11/DEFB1/ADM/PLA2G2A/S100A9/GBP5/SLPI/FGR/GBP1/CXCL6/NR1H4/IL7R/DMBT1/LYZ/CCL20/CLEC4E/SERPINE1/TREM1/FCGR1A/S100A12/FPR2/FCER1G/ZG16/CXCL13/IL6/DEFA6/DEFA5/LTF	40
BP	GO:0050920	regulation of chemotaxis	31/632	217/18805	0.142857142857143	4.25067811934901	8.98168562913579	9.87982227199837e-12	8.70915653863705e-10	6.29875461630879e-10	SEMA5A/LYN/RAC2/PADI2/GPR183/CCL2/EDN3/ANGPT2/ROBO1/CXCL10/SLAMF1/KDR/PDGFRB/CXCL17/CXCR2/CCR6/CXCR4/CCL4/GREM1/CCL3/SERPINE1/FPR2/TNFAIP6/CXCL13/S100A7/IL6/CCR7/WNT5A/CCL19/STAP1/CCL21	31
BP	GO:0070663	regulation of leukocyte proliferation	35/632	273/18805	0.128205128205128	3.81471113274911	8.73623596352501	1.06989761126147e-11	9.25659562928443e-10	6.6946809593554e-10	CD55/ANXA1/IDO1/LYN/IL1B/IL33/RAC2/VCAM1/CTLA4/GPR183/PLA2G2A/CD38/CSF2RB/LILRB2/FCGR3A/LILRB1/PTPRC/IL1A/TNFRSF9/SLAMF1/CD86/MNDA/IL2RA/GREM1/CR1/CD274/BCL6/BTK/CORO1A/FCGR2B/HHLA2/IL6/FCRL3/CCL19/CD22	35
BP	GO:1990868	response to chemokine	20/632	92/18805	0.217391304347826	6.46842322509631	9.80515968999536	2.17954254761018e-11	1.81836121114906e-09	1.31509992064449e-09	ZC3H12A/LYN/PADI2/CXCL9/CXCL11/CCL2/ROBO1/CXCL10/CXCR2/CCL18/CCR6/CXCR4/CCL4/CCL3/CCL11/CCL3L3/CXCR1/CCR7/CCL19/CCL21	20
BP	GO:1990869	cellular response to chemokine	20/632	92/18805	0.217391304347826	6.46842322509631	9.80515968999536	2.17954254761018e-11	1.81836121114906e-09	1.31509992064449e-09	ZC3H12A/LYN/PADI2/CXCL9/CXCL11/CCL2/ROBO1/CXCL10/CXCR2/CCL18/CCR6/CXCR4/CCL4/CCL3/CCL11/CCL3L3/CXCR1/CCR7/CCL19/CCL21	20
BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	39/632	340/18805	0.114705882352941	3.41304448994788	8.37337379267039	2.25792317042336e-11	1.85070474600315e-09	1.33849185171911e-09	TNIP3/ZC3H12A/LYN/THY1/PDE4B/IGKC/NOS2/CTLA4/FYN/LAX1/C3/CD38/FPR1/FGR/LCP2/GBP1/PTPRC/CD79A/KLHL6/MNDA/LY96/LAPTM5/CR1/BTK/IFNG/FCGR2B/HHLA2/FPR2/FFAR2/FCER1G/BANK1/BTNL3/CCR7/LTF/FCRL3/MS4A1/CD22/STAP1/CR2	39
BP	GO:0070098	chemokine-mediated signaling pathway	19/632	83/18805	0.228915662650602	6.81132758883636	9.89483668342837	2.63648702433742e-11	2.12373575477663e-09	1.53595705047607e-09	LYN/PADI2/CXCL9/CXCL11/CCL2/ROBO1/CXCL10/CXCR2/CCL18/CCR6/CXCR4/CCL4/CCL3/CCL11/CCL3L3/CXCR1/CCR7/CCL19/CCL21	19
BP	GO:0015718	monocarboxylic acid transport	28/632	186/18805	0.150537634408602	4.47920920103444	8.89260877954163	2.82984978042512e-11	2.24085731765189e-09	1.62066329976176e-09	ABCG2/PLA2G12B/SLC25A20/CPT1A/ANXA1/SLC16A1/CROT/SLC5A12/LYN/IL1B/CYP4F2/NOS2/PPARG/SLC10A2/PLA2G2A/RBP2/CLDN2/AQP9/SLC16A9/SLC16A14/IL1A/ACSL4/PTGS2/SLCO1B3/FABP1/SLC16A4/FABP2/NMUR2	28
BP	GO:0050670	regulation of lymphocyte proliferation	32/632	243/18805	0.131687242798354	3.91832057092254	8.53874602528877	4.09624695518156e-11	3.18961096243471e-09	2.30683381160225e-09	CD55/ANXA1/IDO1/LYN/IL1B/RAC2/VCAM1/CTLA4/GPR183/PLA2G2A/CD38/LILRB2/FCGR3A/LILRB1/PTPRC/IL1A/TNFRSF9/SLAMF1/CD86/MNDA/IL2RA/CR1/CD274/BCL6/BTK/CORO1A/FCGR2B/HHLA2/IL6/FCRL3/CCL19/CD22	32
BP	GO:0009636	response to toxic substance	34/632	272/18805	0.125	3.71934335443038	8.42453585397653	4.28656254049145e-11	3.28308527691411e-09	2.37443757635506e-09	SLC6A14/SLC23A1/ABCG2/ABCB1/DUOX2/SLC22A5/AQP8/SLC6A4/PTPN13/GPX8/LYN/SLC7A11/SLC30A10/MT1F/MT1H/DDC/TRPM6/EPHX2/MT1G/S100A9/CLDN1/MT1M/GPX7/AQP9/AKR1B10/CCL4/PTGS2/GSTA1/SOD2/CCL3/FABP1/PXDN/FOS/PDZK1	34
BP	GO:0002687	positive regulation of leukocyte migration	25/632	152/18805	0.164473684210526	4.89387283477682	8.98875535081832	4.63556280163307e-11	3.4931208724564e-09	2.52634237576268e-09	SELP/THY1/RAC2/ICAM1/EDN3/CXCL10/IL1A/SLAMF1/CXCL17/CXCR2/CCR6/CCL4/CCL20/CCL3/SERPINE1/CORO1A/SELE/FPR2/CXCL13/S100A7/IL6/CCR7/WNT5A/CCL19/CCL21	25
BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	42/632	396/18805	0.106060606060606	3.15580648254699	8.0856067403003	4.77522884331185e-11	3.54124907237348e-09	2.56115030693919e-09	CD55/C2/ANXA1/ZC3H12A/C4BPB/IL1B/C1R/IL33/SOCS3/HLA-DRA/IGKC/SERPING1/ICAM1/CFI/C3/CSF2RB/C4BPA/C4B/FCGR3A/LILRB1/PTPRC/C1S/SLAMF1/IL7R/KLHL6/CD27/CCR6/SLAMF6/CR1/IL13RA2/CD274/BCL6/BTK/IRF4/FCGR1A/FCGR2B/FCER1G/CXCL13/IL6/FCGR2A/CCL19/CR2	42
BP	GO:0030098	lymphocyte differentiation	44/632	432/18805	0.101851851851852	3.0305760665729	7.96235333968364	6.20992952777912e-11	4.53324855527876e-09	3.27859766187023e-09	ANXA1/AQP8/VNN1/ZC3H12A/PCK1/IL1B/SOCS3/VCAM1/HLA-DRA/PRDM1/ST3GAL1/CTLA4/GPR183/ICOS/LILRB2/POU2AF1/PTPRC/IL1A/CD79A/TNFRSF9/SLAMF1/IL7R/CD86/RHOH/CD27/CCR6/IL2RA/SLAMF6/CR1/EGR1/BCL6/BTK/CLEC4E/IRF4/IFNG/FCGR2B/FCER1G/IL6/CCR7/FCRL3/CCL19/MS4A1/INHBA/CR2	44
BP	GO:0032944	regulation of mononuclear cell proliferation	32/632	248/18805	0.129032258064516	3.83932217231523	8.39376831259903	7.0213440628227e-11	5.04672607100117e-09	3.64996185290054e-09	CD55/ANXA1/IDO1/LYN/IL1B/RAC2/VCAM1/CTLA4/GPR183/PLA2G2A/CD38/LILRB2/FCGR3A/LILRB1/PTPRC/IL1A/TNFRSF9/SLAMF1/CD86/MNDA/IL2RA/CR1/CD274/BCL6/BTK/CORO1A/FCGR2B/HHLA2/IL6/FCRL3/CCL19/CD22	32
BP	GO:0006909	phagocytosis	31/632	238/18805	0.130252100840336	3.8756182852888	8.32567000840034	1.0980656070738e-10	7.77297350946785e-09	5.62167559602375e-09	C2/PECAM1/ANXA1/TGM2/C4BPB/LYN/RAB31/NOS2/FYN/SYT11/DYSF/NCF2/C3/CCL2/CD93/ITGB2/C4BPA/C4B/FGR/HAVCR1/PTPRC/SLAMF1/BTK/IFNG/CORO1A/FCGR1A/FCGR2B/FPR2/FCER1G/FCGR2A/STAP1	31
BP	GO:0002698	negative regulation of immune effector process	23/632	134/18805	0.171641791044776	5.10715803891933	8.89775352282984	1.14293394028811e-10	7.96983189406871e-09	5.76405019375463e-09	CD55/IRAK3/ANXA1/ZC3H12A/C4BPB/IL33/SERPING1/SERPINB9/C4BPA/LILRB1/PTPRC/SLAMF1/IL7R/TWIST1/CR1/IL13RA2/CD274/BCL6/FCGR2B/FCRL3/SERPINB4/CD22/CR2	23
BP	GO:0007584	response to nutrient	25/632	169/18805	0.14792899408284	4.40158976855666	8.28360315945748	4.79103143691274e-10	3.2917204225377e-08	2.38068280379101e-08	C2/PDK2/KYNU/CPT1A/CDKN2B/SLC16A1/HMGCS2/UGT1A1/SLC6A4/STAT1/VCAM1/PPARG/OTC/TNC/COL1A1/CXCL10/IL1A/SLC6A19/STC1/ALPL/PTGS2/SOD2/ALDH1A2/FABP1/SPP1	25
BP	GO:0045765	regulation of angiogenesis	38/632	363/18805	0.104683195592287	3.11482198277365	7.5874085018009	5.93958628060293e-10	4.0217024786923e-08	2.90863035251493e-08	SEMA5A/CHI3L1/TGM2/ZC3H12A/STAT1/IL1B/ITGA5/ADAMTS9/EFNA1/PPARG/FYN/CDH5/ADM/SPARC/APLNR/C3/ADAMTS1/CD34/RHOJ/ITGB2/ANGPT2/SEMA6A/ITGAX/SULF1/CXCL10/IL1A/KDR/TWIST1/CXCR2/CXCR4/GREM1/SERPINE1/CCL11/DCN/THBS2/CXCL13/IL6/WNT5A	38
BP	GO:0032102	negative regulation of response to external stimulus	43/632	448/18805	0.0959821428571429	2.85592436143761	7.41427640660664	6.69621918950981e-10	4.46924800762712e-08	3.23231031553782e-08	IRAK3/SEMA5A/IFI16/LYN/MMP12/IL33/PADI2/SAA1/SOCS3/SERPING1/PPARG/FYN/SYT11/CDH5/PLAU/SERPINB9/CCL2/ANGPT2/ROBO1/FGR/LILRB1/PTPRC/CST7/NR1H4/FAP/CXCL17/PLAUR/IL2RA/REG3A/GREM1/CR1/HGF/SERPINE1/TFPI/SPP1/FCGR2B/FPR2/TNFAIP6/CXCL13/WNT5A/LTF/SERPINB4/STAP1	43
BP	GO:0002675	positive regulation of acute inflammatory response	11/632	28/18805	0.392857142857143	11.6893648282098	10.5557272380335	7.23275899350267e-10	4.75935915741472e-08	3.44212844612952e-08	OSMR/IL1B/C2CD4A/CREB3L3/C3/PTGS2/BTK/FCGR1A/FFAR2/IL6/CCR7	11
BP	GO:0002449	lymphocyte mediated immunity	39/632	384/18805	0.1015625	3.02196647547468	7.4654038891362	8.48816945069718e-10	5.5078788435635e-08	3.98348303168683e-08	CD55/C2/C4BPB/IL1B/C1R/HLA-DRA/IGKC/SERPING1/ICAM1/SERPINB9/GZMB/CFI/C3/CSF2RB/C4BPA/C4B/FCGR3A/LILRB1/PTPRC/C1S/SLAMF1/IL7R/CD27/CCR6/SLAMF7/SLAMF6/CR1/IL13RA2/CD274/BCL6/BTK/CORO1A/FCGR1A/FCGR2B/FCER1G/IL6/FCGR2A/SERPINB4/CR2	39
BP	GO:0002703	regulation of leukocyte mediated immunity	31/632	260/18805	0.119230769230769	3.54768135345667	7.71416121457408	1.01718132867337e-09	6.50996050350959e-08	4.70822215579168e-08	CD55/C4BPB/LYN/IL1B/RAC2/HLA-DRA/NOS2/ICAM1/SERPINB9/C3/ITGB2/C4BPA/FGR/LILRB1/CXCL6/PTPRC/SLAMF1/IL7R/SLAMF6/CR1/IL13RA2/CD274/BCL6/BTK/FCGR1A/FCGR2B/IL6/SERPINB4/STAP1/CR2/CD177	31
BP	GO:1901342	regulation of vasculature development	38/632	372/18805	0.102150537634409	3.03946338641622	7.40900211110495	1.19228838854294e-09	7.52752885307111e-08	5.44416177414344e-08	SEMA5A/CHI3L1/TGM2/ZC3H12A/STAT1/IL1B/ITGA5/ADAMTS9/EFNA1/PPARG/FYN/CDH5/ADM/SPARC/APLNR/C3/ADAMTS1/CD34/RHOJ/ITGB2/ANGPT2/SEMA6A/ITGAX/SULF1/CXCL10/IL1A/KDR/TWIST1/CXCR2/CXCR4/GREM1/SERPINE1/CCL11/DCN/THBS2/CXCL13/IL6/WNT5A	38
BP	GO:0002444	myeloid leukocyte mediated immunity	20/632	116/18805	0.172413793103448	5.13012876473156	8.3208923135814	1.72654872970711e-09	1.07552475535888e-07	7.77855638225942e-08	LYN/RAC2/SERPINB9/C3/ITGB2/FGR/FCGR3A/CXCL6/PTGDS/IL13RA2/PTGDR/BTK/CCL3/TREM1/FCGR1A/FCGR2B/IL6/FCGR2A/STAP1/CD177	20
BP	GO:0002455	humoral immune response mediated by circulating immunoglobulin	14/632	54/18805	0.259259259259259	7.71419362400375	9.21401407628589	1.90572956611885e-09	1.17152217538254e-07	8.47284197678881e-08	CD55/C2/C4BPB/C1R/SERPING1/CFI/C3/C4BPA/C4B/PTPRC/C1S/CR1/FCGR2B/CR2	14
BP	GO:0070665	positive regulation of leukocyte proliferation	24/632	168/18805	0.142857142857143	4.25067811934901	7.8924339005917	2.19276001787853e-09	1.3304642601985e-07	9.62236453505137e-08	CD55/ANXA1/LYN/IL1B/RAC2/VCAM1/GPR183/CD38/CSF2RB/LILRB2/FCGR3A/PTPRC/IL1A/SLAMF1/CD86/IL2RA/CD274/BCL6/BTK/CORO1A/HHLA2/IL6/FCRL3/CCL19	24
BP	GO:2000106	regulation of leukocyte apoptotic process	18/632	95/18805	0.189473684210526	5.63774150566289	8.4508772710669	2.34066339437726e-09	1.39232379397287e-07	1.00697534666838e-07	ANXA1/IDO1/LYN/SLC7A11/EFNA1/ST3GAL1/HCLS1/LILRB1/IL7R/CXCR2/CD27/CD274/BCL6/BTK/CCR7/WNT5A/CCL19/CCL21	18
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	26/632	196/18805	0.13265306122449	3.94705825368122	7.73438141847707	2.38411608556999e-09	1.39232379397287e-07	1.00697534666838e-07	IRAK3/OAS2/ZC3H12A/IL33/SYT11/FCGR3A/LILRB1/PTPRC/IL1A/NR1H4/SLAMF1/CD86/TWIST1/LY96/CD274/LRRK2/BTK/CCL3/IFNG/FCGR1A/FCGR2B/IL6/FCGR2A/WNT5A/LTF/CCL19	26
BP	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	26/632	196/18805	0.13265306122449	3.94705825368122	7.73438141847707	2.38411608556999e-09	1.39232379397287e-07	1.00697534666838e-07	IRAK3/OAS2/ZC3H12A/IL33/SYT11/FCGR3A/LILRB1/PTPRC/IL1A/NR1H4/SLAMF1/CD86/TWIST1/LY96/CD274/LRRK2/BTK/CCL3/IFNG/FCGR1A/FCGR2B/IL6/FCGR2A/WNT5A/LTF/CCL19	26
BP	GO:0002690	positive regulation of leukocyte chemotaxis	18/632	96/18805	0.1875	5.57901503164557	8.38789036503832	2.79196330142609e-09	1.61037685731638e-07	1.16467864815825e-07	RAC2/EDN3/CXCL10/SLAMF1/CXCL17/CXCR2/CCR6/CCL4/CCL3/SERPINE1/FPR2/CXCL13/S100A7/IL6/CCR7/WNT5A/CCL19/CCL21	18
BP	GO:0006956	complement activation	15/632	65/18805	0.230769230769231	6.86648003894839	8.83527007427971	2.92100958314971e-09	1.65908539783742e-07	1.19990630115765e-07	CD55/C2/CFB/C4BPB/IL1B/C1R/SERPING1/CFI/C3/C4BPA/C4B/C1S/CR1/CFH/CR2	15
BP	GO:0042113	B cell activation	32/632	287/18805	0.111498257839721	3.31760243461386	7.3782470695098	2.94743339084987e-09	1.65908539783742e-07	1.19990630115765e-07	AQP8/LYN/VCAM1/ST3GAL1/CTLA4/LAX1/GPR183/C3/FCRL5/CD38/POU2AF1/PTPRC/SAMSN1/CD79A/IL7R/CD86/MNDA/CD27/CCR6/LAPTM5/CR1/CD180/BCL6/BTK/FCGR2B/BANK1/IL6/FCRL3/MS4A1/INHBA/CD22/CR2	32
BP	GO:0002920	regulation of humoral immune response	13/632	47/18805	0.276595744680851	8.23003635873956	9.25478835842535	3.03429410820183e-09	1.6677908321787e-07	1.20620236375578e-07	CD55/C4BPB/IL1B/SERPING1/C3/C4BPA/PTPRC/CR1/CFH/FCGR2B/CXCL13/CCR7/CR2	13
BP	GO:0048247	lymphocyte chemotaxis	13/632	47/18805	0.276595744680851	8.23003635873956	9.25478835842535	3.03429410820183e-09	1.6677908321787e-07	1.20620236375578e-07	PADI2/SAA1/GPR183/CXCL11/CH25H/CCL2/CXCL10/CCL4/CCL3/CXCL13/S100A7/WNT5A/CCL21	13
BP	GO:0050777	negative regulation of immune response	27/632	214/18805	0.126168224299065	3.75410357269608	7.55624667234042	3.57994846925879e-09	1.94482781957873e-07	1.40656482084709e-07	CD55/IRAK3/IFI16/ANXA1/ZC3H12A/C4BPB/LYN/MMP12/IL33/SERPING1/PPARG/FYN/SERPINB9/C4BPA/FGR/LILRB1/PTPRC/SAMSN1/SLAMF1/IL7R/COL3A1/CR1/CD274/BCL6/FCGR2B/SERPINB4/CR2	27
BP	GO:0050921	positive regulation of chemotaxis	22/632	146/18805	0.150684931506849	4.48359198890238	7.88006637796216	3.7182319534211e-09	1.99673329728545e-07	1.44410460622889e-07	SEMA5A/RAC2/EDN3/CXCL10/SLAMF1/KDR/PDGFRB/CXCL17/CXCR2/CCR6/CXCR4/CCL4/CCL3/SERPINE1/FPR2/CXCL13/S100A7/IL6/CCR7/WNT5A/CCL19/CCL21	22
BP	GO:0072676	lymphocyte migration	19/632	110/18805	0.172727272727273	5.13945627157652	8.11983593271994	4.26755321976127e-09	2.26568280030962e-07	1.63861792289876e-07	MSN/PADI2/SAA1/ICAM1/GPR183/CXCL11/CH25H/CCL2/CXCL10/CCR6/CCL4/CCL20/CCL3/CORO1A/CXCL13/S100A7/CCR7/WNT5A/CCL21	19
BP	GO:0006958	complement activation, classical pathway	12/632	40/18805	0.3	8.92642405063291	9.3584378615712	4.41627353570131e-09	2.31829550098838e-07	1.676669195695e-07	CD55/C2/C4BPB/C1R/SERPING1/CFI/C3/C4BPA/C4B/C1S/CR1/CR2	12
BP	GO:0002285	lymphocyte activation involved in immune response	28/632	231/18805	0.121212121212121	3.6066359800537	7.43368239868408	4.55429591022753e-09	2.364185610287e-07	1.70985846454157e-07	ANXA1/ZC3H12A/PCK1/SOCS3/HLA-DRA/ST3GAL1/ICAM1/GPR183/ICOS/POU2AF1/FCGR3A/LILRB1/PTPRC/CD86/CCR6/LCP1/SLAMF6/CR1/CD180/BCL6/CLEC4E/IRF4/IFNG/CORO1A/FCGR2B/FCER1G/IL6/CCL19	28
BP	GO:0002695	negative regulation of leukocyte activation	26/632	204/18805	0.127450980392157	3.79227165549764	7.47781905780729	5.62782868957069e-09	2.88340680476096e-07	2.08537667701935e-07	ANXA1/IDO1/ZC3H12A/LYN/CTLA4/LAX1/SYT11/PLA2G2A/LILRB2/FGR/LILRB1/PTPRC/SAMSN1/CST7/CD86/MNDA/IL2RA/LAPTM5/CR1/CD274/BCL6/BTK/FCGR2B/FN1/BANK1/INHBA	26
BP	GO:0007565	female pregnancy	25/632	190/18805	0.131578947368421	3.91509826782145	7.53128056310167	5.73262551846687e-09	2.88340680476096e-07	2.08537667701935e-07	TIMP1/IDO1/IL1B/ITGA5/IGFBP7/MMP9/PRDM1/ARHGDIB/ACVR1C/ADM/CD38/IGFBP5/ANGPT2/A1CF/RGS2/GJA1/STS/STC1/ACSL4/PTGS2/HPGD/SPP1/FOS/HSD11B2/FOSB	25
BP	GO:0071887	leukocyte apoptotic process	20/632	124/18805	0.161290322580645	4.79915271539404	7.91530913065025	5.7396582372168e-09	2.88340680476096e-07	2.08537667701935e-07	ANXA1/IDO1/LYN/SLC7A11/EFNA1/ST3GAL1/HCLS1/LILRB1/IL7R/CXCR2/CD27/IL2RA/CD274/BCL6/BTK/IL6/CCR7/WNT5A/CCL19/CCL21	20
BP	GO:0050764	regulation of phagocytosis	18/632	102/18805	0.176470588235294	5.25083767684289	8.02766641438573	7.6643300947454e-09	3.80933512794154e-07	2.75503914939896e-07	C2/TGM2/RAB31/SYT11/DYSF/C3/CCL2/C4B/FGR/PTPRC/BTK/IFNG/FCGR1A/FCGR2B/FPR2/FCER1G/FCGR2A/STAP1	18
BP	GO:0050869	negative regulation of B cell activation	11/632	34/18805	0.323529411764706	9.62653574087863	9.38863654273242	8.0175053770941e-09	3.94292474966144e-07	2.85165565212987e-07	LYN/CTLA4/SAMSN1/MNDA/LAPTM5/CR1/BCL6/BTK/FCGR2B/BANK1/INHBA	11
BP	GO:0150077	regulation of neuroinflammatory response	12/632	42/18805	0.285714285714286	8.50135623869801	9.07577338968305	8.21907534422239e-09	3.9999500008549e-07	2.89289822970986e-07	MMP3/IL1B/IL33/MMP9/SYT11/PTPRC/CST7/PTGS2/LRRK2/CCL3/IL6/STAP1	12
BP	GO:0009410	response to xenobiotic stimulus	41/632	453/18805	0.0905077262693157	2.69303448179507	6.80210844035119	9.33510472367027e-09	4.49624837824614e-07	3.25183789071965e-07	ABCB1/CYP2B6/CDH3/LRP8/CPT1A/FMO4/C1orf115/MMP7/HMGCS2/UGT1A1/SLC6A4/SULT1A2/STAT1/LYN/CYP4F12/IL1B/CYP4F2/CMBL/PDE4B/NNMT/NOS2/OTC/CES2/CD38/PCSK1/COL1A1/AIM2/FMO5/NAT2/CXCR4/PTGS2/GSTA1/SLCO1B3/SOD2/CYP3A4/S100A12/FOS/HSD11B2/FOSB/UGT2B15/UGT2B17	41
BP	GO:0044703	multi-organism reproductive process	26/632	211/18805	0.123222748815166	3.66646169536265	7.26374368232912	1.14929304277216e-08	5.47907866921583e-07	3.96265377797918e-07	TIMP1/SLC6A4/IDO1/IL1B/ITGA5/IGFBP7/MMP9/PRDM1/ARHGDIB/ACVR1C/ADM/CD38/IGFBP5/ANGPT2/A1CF/RGS2/GJA1/STS/STC1/ACSL4/PTGS2/HPGD/SPP1/FOS/HSD11B2/FOSB	26
BP	GO:0007596	blood coagulation	28/632	241/18805	0.116182572614108	3.45698303482326	7.15888269671495	1.17130436800243e-08	5.52761010839125e-07	3.99775334533523e-07	ANXA5/SLC6A4/C4BPB/SELP/LYN/SLC7A11/P2RY1/CYP4F2/ENTPD1/SERPINA1/PDPN/SAA1/SERPING1/PLAU/PLEK/ANGPT2/ANGPTL2/VWF/FAP/PLAUR/CAV1/COL3A1/SERPINE1/TFPI/ST3GAL4/FCER1G/IL6/TFPI2	28
BP	GO:0050851	antigen receptor-mediated signaling pathway	26/632	213/18805	0.122065727699531	3.63203482498366	7.20424916237359	1.40086061099534e-08	6.54482077457025e-07	4.73343427504743e-07	ZC3H12A/LYN/THY1/PDE4B/IGKC/CTLA4/FYN/LAX1/CD38/LCP2/GBP1/PTPRC/CD79A/KLHL6/MNDA/LAPTM5/BTK/FCGR2B/HHLA2/BANK1/BTNL3/CCR7/FCRL3/MS4A1/CD22/STAP1	26
BP	GO:0030449	regulation of complement activation	9/632	22/18805	0.409090909090909	12.1723964326812	9.77789897286189	1.73777974752652e-08	8.03852176281574e-07	5.81372901465359e-07	CD55/C4BPB/IL1B/SERPING1/C3/C4BPA/CR1/CFH/CR2	9
BP	GO:0050817	coagulation	28/632	246/18805	0.113821138211382	3.38671915200165	7.02687022443013	1.84000568344564e-08	8.42794760103731e-07	6.09537486466514e-07	ANXA5/SLC6A4/C4BPB/SELP/LYN/SLC7A11/P2RY1/CYP4F2/ENTPD1/SERPINA1/PDPN/SAA1/SERPING1/PLAU/PLEK/ANGPT2/ANGPTL2/VWF/FAP/PLAUR/CAV1/COL3A1/SERPINE1/TFPI/ST3GAL4/FCER1G/IL6/TFPI2	28
